R3W4P9UBGNGH1U,2,1,3,N,Y
R15V54KBMTQWAY,4,0,0,N,N
RY8I449HNXSVF,5,0,0,N,Y
R18TLJYCKJFLSR,5,0,0,N,Y
R1NK26SWS53B8Q,5,0,0,N,Y
R11LOHEDYJALTN,5,0,0,N,Y
R3ALQVQB2P9LA7,4,0,0,N,Y
R3MWLXLNO21PDQ,5,0,0,N,Y
R2L15IS24CX0LI,5,0,0,N,Y
R1DJ8976WPWVZU,3,0,0,N,Y
R3MRWNNR8CBTB7,5,0,0,N,Y
R1DS6DKTUXAQK3,5,0,0,N,Y
RWJM5E0TWUJD2,5,0,0,N,Y
R1XTJKDYNCRGAC,1,0,0,N,Y
R2UZL3DPWEU1XW,5,0,0,N,Y
R2EZXET9KBFFU3,1,0,0,N,Y
R26VY1L1FD3LPU,5,0,0,N,Y
R2SSA4NSFCV18T,5,0,0,N,N
R1G6333JHJNEUQ,5,0,0,N,Y
R2DRG0UZXJQ0PE,5,0,0,N,Y
R3SPEGYBROLSP1,1,1,1,N,Y
R3F2UCQP76K15C,5,0,0,N,Y
R2L3WX7SMIV8FH,5,0,0,N,Y
R34KV4IES8WA1N,1,0,0,N,Y
RNE3IY22V95PL,5,1,1,N,Y
R65NIT67FDJ0H,4,0,0,N,N
R1KGBXK80M1R30,5,0,0,N,Y
R3MN996N2GO2RD,4,0,0,N,Y
R18PBERCEATYEO,2,0,0,N,Y
R1576WSQIOU45F,5,0,0,N,Y
R2ZYZJI6R9ATDL,5,0,0,N,Y
R3HXHIAJC3UZKD,5,0,0,N,Y
R3MZUQRRR2555B,4,0,0,N,N
RD9SH7L0OFR01,5,0,0,N,N
R3FLFXDI6CDTS4,5,0,0,N,Y
R3ACAUE7ZTCE7G,5,0,0,N,Y
R2KWWKW7DA19B6,2,0,0,N,Y
R1KBYD7KND6KUE,5,0,0,N,Y
R19SUDXUKPGJVB,5,2,2,N,Y
R2ZHHWBPM9FBD8,5,0,0,N,Y
R13V0HC4L9ECDE,1,0,1,N,Y
R1IZNBOV3L5F0S,5,17,18,N,N
RGAPEQ5KY83QM,5,0,0,N,Y
R2W2UYD2H35OPQ,4,0,0,N,Y
R3C52X39X5IW3M,3,0,0,N,Y
R1VX3PP8OVEDOH,4,0,0,N,Y
R32I3OFJD3C7JQ,4,0,0,N,Y
R33T5ZP2M2QGYH,5,0,0,N,Y
R3SZQLFW4Q57TT,5,0,0,N,Y
R2DG8BIUXJS4ZA,4,0,0,N,Y
R1PO1FLLNSK07D,5,0,0,N,N
RRMLJ4KHSKI2O,3,0,0,N,Y
RNJY7OTFUE3FA,5,0,0,N,Y
R1G8HQ361F2OGF,1,0,0,N,Y
RU9N5CP0EULH2,5,0,0,N,Y
R3HZ3E1YG21IYU,5,1,1,N,Y
RFEZZOVUSFRVU,3,0,0,N,Y
R3GYWKRG8YU7K4,5,0,0,N,Y
R3QP6739WN6HCP,1,0,1,N,Y
R3VKL3BZ460UIX,5,0,0,N,Y
R26Y5V697YUXR0,4,0,0,N,Y
R32N2H6YOFW9ET,1,1,2,N,Y
R33FNQ2SKQ5RFQ,3,2,2,N,Y
R65UOOB3YPEBI,5,0,0,N,Y
RYOKT5V30XMHZ,2,0,0,N,Y
R31IEIYS60RHSE,2,0,0,N,Y
R2HYJP62YZY8ON,5,0,0,N,Y
R3F7RRKCV3B3S4,1,0,0,N,Y
R65NZHJZDFDZ3,3,0,0,N,Y
R2CHNHYKO4Y34Y,5,0,0,N,Y
RZO2Q2E66087O,4,0,0,N,Y
R351BNRSE6PMEO,5,1,1,N,N
R13QJXK3WBXYIF,1,0,0,N,Y
RSCTBW8L7IDIN,4,0,0,N,N
RWI1X0QUZ3UNR,5,1,1,N,Y
RG3K97QDFILJ6,1,0,0,N,Y
R2P5D8GO4JXDDS,5,0,0,N,N
R1TGVW1XQVPTRN,5,0,0,N,Y
RQE68IRX5YHAD,4,0,0,N,Y
R1G7J2VAMI4AEC,5,0,0,N,Y
R3W2SGER0NRKS9,5,0,0,N,Y
RTU94GY7Y9FL9,1,0,0,N,Y
R15F4ZA8L6G85M,5,0,0,N,Y
R2EJAR1FC8MYD6,2,0,0,N,Y
R3K4L2QHCC7B2Z,5,7,7,N,Y
R2NZN2QTI0ZWVO,5,0,0,N,Y
R2I3ZVD4RV1TDR,1,0,0,N,Y
R3EI1CBL2PFLL4,5,0,1,N,Y
R2PFN1OYW283EJ,1,0,0,N,Y
R3CGELDM824FG8,5,0,0,N,Y
R316IWC16L1JL7,2,0,0,N,N
R3QVK8H5OGKZHJ,3,0,0,N,Y
R2VTH4AXEG1NFP,4,0,0,N,Y
R3MGC0DFY0BE92,5,0,0,N,Y
R1UDIDVSHQRCNR,5,0,0,N,Y
RUU7HGP6QQIKC,5,0,0,N,Y
R3OJTW2XL3S7RY,5,1,1,N,Y
R1MIEJ73CI7CX0,4,0,0,N,Y
R3CWRO16YJZ2VO,5,0,0,N,Y
R348421ZSQV6E4,5,0,0,N,Y
R3HYIG2YKZZVMA,5,0,0,N,Y
R15FI87GLS87G1,5,0,0,N,Y
R36XXP2D6V1CMJ,1,0,0,N,Y
RB2F47GG909JY,5,0,0,N,Y
R3SV2ELC9EAZ32,2,0,0,N,Y
R17FNW2A62JB1F,5,0,0,N,Y
R25CW43OA9B0OZ,5,1,1,N,Y
R1CGT8LT9KOXJI,3,0,0,N,Y
R13TEBGZ7VADTT,4,0,0,N,Y
R2SW2D0GC4P0DJ,2,0,0,N,Y
RA63FG8UNNM3X,5,0,0,N,N
R1ULXNNTJS75D4,5,0,0,N,Y
R2T2SNUG480RC4,1,0,0,N,Y
R2DXQI1Y9URE8X,4,0,0,N,Y
R1GA0271RTB3WG,4,0,0,N,Y
R13R976IG0KOJ,5,0,0,N,Y
R2WOW0TURNXB26,3,54,59,N,Y
R3E0EO8XB9XGNY,5,4,6,N,Y
R172GEYARY7AKD,1,0,0,N,Y
R3ISDLB6ZKHZB3,5,0,0,N,Y
R1SD1V8PGO6XAX,4,0,0,N,N
R18VCGZBHWGS6X,1,0,1,N,Y
R3TFUF5AZ4SPZJ,5,0,0,N,Y
R15CNQZW96NE0R,3,0,0,N,Y
RWJ2GUG98LLLI,5,0,0,N,Y
R1TXQOT585H398,5,0,0,N,Y
R1SOEJC9ORK08C,5,0,0,N,Y
R335FKSK57C53E,1,0,0,N,Y
R7R2TMU99TE1J,3,0,0,N,Y
R6DQD15H4RPPK,5,0,0,N,Y
R2WWXIBJ7VZNOO,1,4,4,N,Y
R238MUZRHLLLIG,5,0,1,N,Y
R5XNXHEB4OGNP,3,3,4,N,Y
R205T7SR4ECS80,4,0,0,N,Y
R1YUM1Y94Z3B02,5,0,0,N,Y
R3A4YW5MB06S39,5,2,4,N,Y
R2WR4AHXLQQZHN,2,0,0,N,Y
R2NX0I8ESX2ENO,3,0,0,N,Y
R30MDA1HZ7OPQE,5,1,1,N,Y
R473P9ECNOQXM,4,0,0,N,Y
R2TGMAYFBQI1YB,5,0,0,N,Y
R2D8V38ILXCBIV,5,0,0,N,Y
R189IIMDISSDOI,1,3,4,N,Y
R3Q1X3CMHOLADJ,5,0,0,N,Y
RCGS5U08GZ7QM,1,4,7,N,Y
R1U2BLIEHMQEC3,1,0,1,N,Y
R2UQ9UBRYK30WS,3,0,0,N,Y
RNFE5YVWUEW18,4,0,0,N,Y
R2BRPNMBPUZZ7U,5,0,0,N,Y
R1PQDZSHV1860M,5,0,0,N,Y
R2ZG02JH779P16,5,0,0,N,Y
R3035QZ3GUVKKO,3,1,1,N,Y
R1UBWNWZEETND8,5,0,0,N,Y
R1QAXZ359KRT6A,4,0,0,N,Y
R22RAA55QJN8AV,5,0,0,N,Y
R3O8GB9S9AT0F,5,0,0,N,Y
R1FZBDYHCZHBGR,5,0,0,N,Y
R3LH2AO0HU8DU5,1,0,0,N,Y
R2EULW0Y41X5T8,4,0,0,N,Y
R3Q4JAPXWCCJU7,5,0,0,N,Y
